category,faqQuestion,faqAnswer,faqQuestionHindi,faqAnswerHindi,lastUpdated
Passenger,Is an IndiGo booking transferrable ?,"IndiGo bookings are not transferable. If someone other than the customer attempts to travel or to obtain a refund in connection with the booking, IndiGo shall not be liable to the customer so entitled if in good faith it provides carriage or makes a refund to the person presenting the itinerary.",क्या इंडिगो बुकिंग ट्रांसफ़रेबल है?,"इंडिगो बुकिंग हस्तांतरणीय नहीं हैं। यदि ग्राहक के अलावा कोई अन्य यात्रा करने या बुकिंग के सिलसिले में धनवापसी का प्रयास करता है, तो इंडिगो ग्राहक के प्रति उत्तरदायी नहीं होगा, IndiGo ग्राहक के लिए उत्तरदायी नहीं होगी, अगर वह विश्वास दिलाता है कि यह कैरिज उपलब्ध कराती है या यात्रा कार्यक्रम पेश करने वाले व्यक्ति को धन वापसी कराती है।",14-10-2024
Passenger,Does IndiGo offer wait-listed or standby seats ?,"No, IndiGo does not offer wait-listed or standby seats. IndiGo's commitment to serve you with an efficient and precise service results in providing you with a confirmed seat on all IndiGo flights.",क्या इंडिगो प्रतीक्षा-सूचीबद्ध या स्टैंडबाय सीटें प्रदान करता है?,"नहीं, इंडिगो प्रतीक्षा-सूचीबद्ध या स्टैंडबाय सीटें प्रदान नहीं करता है। इंडिगो आपको एक कुशल और सटीक सेवा के साथ सेवा प्रदान करने की प्रतिबद्धता है, जो आपको सभी इंडिगो उड़ानों पर एक निश्चित सीट प्रदान करती है।",14-10-2024
Passenger,Does SpiceJet offer a frequent flyer program for domestic travel?,"No, SpiceJet do not offer a frequent flyer program.",क्या स्पाइसजेट घरेलू यात्रा के लिए लगातार उड़ान भरने वाला कार्यक्रम पेश करती है?,"नहीं, स्पाइसजेट फ्रिक्वेंटफ्लायर प्रोग्राम की पेशकश नहीं करता है।",14-10-2024
Passenger,"If I want to book my meals online for my Jet Airways flight, how much advance notice do I have to give ?","The Online Meal Request is available on the Manage Booking section. For standard meals, the online request should be made at least 2 hours prior to flight departure. For special meals, the online request should be made at least 24 hours prior to flight departure. These timings may change without notice and passengers are requested to verify the same at the time of reservation.","यदि मैं अपनी जेट एयरवेज की उड़ान के लिए अपना भोजन ऑनलाइन बुक करना चाहता हूं, तो मुझे कितना अग्रिम नोटिस देना होगा?","ऑनलाइन भोजन अनुरोध प्रबंधित बुकिंग अनुभाग पर उपलब्ध है। मानक भोजन के लिए, उड़ान प्रस्थान से कम से कम 2 घंटे पहले ऑनलाइन अनुरोध किया जाना चाहिए। विशेष भोजन के लिए, उड़ान प्रस्थान से कम से कम 24 घंटे पहले ऑनलाइन अनुरोध किया जाना चाहिए। ये समय बिना सूचना के बदल सकते हैं और यात्रियों से अनुरोध है कि वे आरक्षण के समय उसी का सत्यापन करें।",14-10-2024
Passenger,What are the meal options for GoBusiness reservations provided by GoAir ?,"At GoAir, we like to stand out from the crowd. That's why with a GoBusiness Reservation our customers can expect not only great service from our dedicated cabin crew but also complimentary refreshments & unlimited tea & coffee. Our GoBusiness customers are also provided with the choice of a business newspaper and a weekly magazine on request. If they are back from a business meeting or want to enjoy a relaxing siesta, our helpful cabin crew would always be happy to provide them with a pillow and blanket on request.",गो एयर द्वारा प्रदान किए गए गो बिजनेस आरक्षण के लिए भोजन के विकल्प क्या हैं?,"गोएयर में, हम भीड़ से बाहर खड़े होना पसंद करते हैं। यही कारण है कि एक GoBusiness आरक्षण के साथ हमारे ग्राहक हमारे समर्पित केबिन क्रू से न केवल शानदार सेवा की उम्मीद कर सकते हैं, बल्कि मानार्थ जलपान और असीमित चाय और कॉफी भी ले सकते हैं।  हमारे GoBusiness ग्राहकों को एक व्यापार समाचार पत्र और अनुरोध पर एक साप्ताहिक पत्रिका की पसंद के साथ प्रदान किया जाता है। यदि वे एक व्यावसायिक बैठक से वापस आ गए हैं या आराम से आनंद लेना चाहते हैं, तो हमारा सहायक केबिन क्रू उन्हें अनुरोध पर एक तकिया और कंबल प्रदान करके हमेशा खुश रहेगा।",14-10-2024
Passenger,What are the meal options for economy reservations provided by GoAir ?,"Customers travelling economy can avail our buy on board meal services. 
GoAir sells a variety of well selected Café Coffee Day snacks (veg & non-veg) and beverages (cold and hot) on board. Sandwiches, combo snacks, savouries, knick-knacks, cookies, energy bars, selection of cold and hot beverages and water are some of the items on the menu. Customers may purchase the same against cash payment. We do not accept credit card/debit cards or cheques. 
Now customers can pre-purchase Combo Meal at the time of booking ticket(s) on www.GoAir.in. Customers can choose between a vegetarian and non-vegetarian Combo Meal as per their preference.",गो एयर द्वारा प्रदान किए गए इकोनोमी आरक्षण के लिए भोजन के विकल्प क्या हैं?,"""इकोनोमी की यात्रा करने वाले ग्राहक बोर्ड भोजन सेवाओं पर हमारी खरीद का लाभ उठा सकते हैं।
गोएयर बोर्ड पर कई तरह के चयनित कैफ़े कॉफी डे स्नैक्स (वेज और नॉन-वेज) और पेय पदार्थ (ठंडा और गर्म) की बिरकी करता है। सैंडविच, कॉम्बो स्नैक्स, सेवौरीज़, नॉक-नैक, कुकीज, एनर्जी बार, ठंडे और गर्म पेय पदार्थों का चयन और पानी मीनू के कुछ आइटम हैं। ग्राहक नकद भुगतान कर समान खरीद सकते हैं। हम क्रेडिट कार्ड / डेबिट कार्ड या चेक स्वीकार नहीं करते हैं।
अब ग्राहक www.GoAir.in पर टिकट (ओं) की बुकिंग के समय कॉम्बो भोजन की पूर्व खरीद कर सकते हैं। ग्राहक अपनी पसंद के अनुसार शाकाहारी और मांसाहारी कॉम्बो भोजन के बीच चयन कर सकते हैं।""",14-10-2024
Passenger,Does Vistara provide an option for group booking ?,"Vistara provides an option for  Group Booking and it  requires a minimum of 10 passengers travelling on the same booking. Infants will not be included in the total number of passengers, as they do not occupy a seat. The major benefits with group booking are 
• All passengers are in a single PNR at the same fare.
• Reduced fares compared to separate bookings, as online pricing is dynamic and not all
passengers might get the same fare available online.
• Passenger Names submission is not immediate (Only For groups with >7 days to
departure).
• No need for instant full payment (Only for Groups with >21 days to departure).",क्या विस्तारा समूह बुकिंग के लिए एक विकल्प प्रदान करता है?,"""विस्तारा ग्रुप बुकिंग के लिए एक विकल्प प्रदान करता है और इसे एक ही बुकिंग पर यात्रा करने वाले न्यूनतम 10 यात्रियों की आवश्यकता होती है। कुल यात्रियों में शिशुओं को शामिल नहीं किया जाएगा, क्योंकि वे एक सीट पर कब्जा नहीं करते हैं। समूह बुकिंग के साथ प्रमुख लाभ हैं
• सभी यात्री एक ही पीएनआर में एक ही किराया पर हैं।
• अलग बुकिंग की तुलना में किराए में कमी, क्योंकि ऑनलाइन मूल्य निर्धारण परिवर्तनीय है और सभी यात्रियों को समान किराया ऑनलाइन उपलब्ध नहीं हो सकता है।
• यात्री नाम प्रस्तुत करना तत्काल नहीं है (केवल 7 दिनों के प्रस्थान वाले समूह के लिए)।
• तत्काल पूर्ण भुगतान की आवश्यकता नहीं है (केवल 21 दिनों के लिए समूहों के लिए)।""",14-10-2024
Passenger,Where is Chhatrapati Shivaji International Airport (CSIA) Mumbai located ?,"Chhatrapati Shivaji International Airport (CSIA) Mumbai  operates domestic airlines - SpiceJet, IndiGo and GoAir from Terminal 1 located at Santacruz (E), Mumbai and the airlines Vistara, AirIndia and Jet Airways from Terminal 2 located at Sahar, Andheri (E), Mumbai. All the international operations are carried out from Terminal",छत्रपति शिवाजी अंतरराष्ट्रीय  हवाई अड्डा (CSIA) मुंबई कहाँ स्थित है?,"छत्रपति शिवाजी अंतरराष्ट्रीय  हवाई अड्डा (CSIA) मुंबई घरेलू एयरलाइंस - स्पाइसजेट, इंडिगो और गोएयर का संचालन टर्मिनल 1, सांताक्रूज़ (ई), मुंबई और एयरलाइन विस्तारा, एयरइंडिया और जेट एयरवेज का संचालन टर्मिनल 2, सहार, अंधेरी (ई), मुंबई से करता है। । सभी अंतरराष्ट्रीय प्रचालन टर्मिनल से किए जाते हैं।",14-10-2024
License,Whether NOC is required for endorsement of multi-engine on Indian CPL?,Indian Pilots going abroad for multi-engine endorsement training in an ICAO Contracting State in their own interest are required to get the training syllabus approved by DGCA.,क्या भारतीय सीपीएल पर बहु-इंजन के समर्थन के लिए एनओसी की आवश्यकता है?,आईसीएओ कॉन्ट्रैक्टिंग स्टेट में अपने स्वयं के हित में मल्टी-इंजन इंडोर्समेंट प्रशिक्षण के लिए विदेश जाने वाले भारतीय पायलटों को डीजीसीए द्वारा अनुमोदित प्रशिक्षण पाठ्यक्रम प्राप्त करना आवश्यक है।,14-10-2024
License,Whether a person holding FAA licence can do recency flying in Philippines?,"No. However, a person can fly a foreign registered aircraft in accordance with the Rules being followed by the Regulatory Authority of the State where the aircraft is operating.",क्या एफएए लाइसेंस रखने वाला व्यक्ति फिलीपींस में नवीन उड़ान भर सकता है?,"नहीं। हालांकि, कोई व्यक्ति राज्य के नियामक प्राधिकरण द्वारा नियमों के अनुसार एक विदेशी पंजीकृत विमान उड़ा सकता है जहां विमान संचालित हो रहा है।",14-10-2024
License,How to obtain a RTR?,"RTR is issued by Central Government through Ministry of Communication under Indian Wireless Telegraphy Rules, 1954. For details please see their website www.dot.gov.in",आरटीआर कैसे प्राप्त करें?,"भारतीय वायरलेस टेलीग्राफी नियम, 1954 के तहत संचार मंत्रालय के माध्यम से केंद्र सरकार द्वारा आरटीआर जारी किया जाता है। विवरण के लिए कृपया उनकी वेबसाइट www.dot.gov.in देखें।",14-10-2024
License,What is the requirement to acquire additional or extension of aircraft rating on Multi-engine?,Pilots holding Indian license are required to seek approval of their flying training syllabus from DGCA for obtaining Multiengine rating.,क्या कोई व्यक्ति संचार मंत्रालय से आरटीआर (ए) के बिना पेपर जमा कर सकता है?,उसके बाद ही लाइसेंस जारी करने के लिए आवेदन पर कार्रवाई की जाएगी।,14-10-2024
Special Needs,"If I need a wheelchair, what should I do? Is there a charge?","If a wheelchair is needed, the request should be placed at the time of reservation, ticketing or reconfirmation of the booking. Passengers are requested to pre-book wheelchairs at the time of flight booking / ticket issuance to avoid last minute delays / non availability of wheelchairs.",अगर मुझे व्हीलचेयर की आवश्यकता है तो मुझे क्या करना चाहिए? क्या कोई शुल्क है?,"यदि व्हीलचेयर की आवश्यकता होती है, तो आरक्षण, टिकट या बुकिंग की पुनःपुष्टि के समय अनुरोध किया जाना चाहिए। यात्रियों से अनुरोध है कि वे अंतिम मिनट में देरी / व्हीलचेयर की अनुपलब्धता से बचने के लिए उड़ान बुकिंग / टिकट जारी करने के समय व्हीलचेयर बुक करें।",14-10-2024
Special Needs,If l require a stretcher what are the formalities that require to be completed?,You will be required to prepare and submit a Medical Information form (MEDIF).,यदि मुझे स्ट्रेचर की आवश्यकता होती है तो क्या औपचारिकताएं पूरी करनी होती हैं?,आपको चिकित्सा सूचना प्रपत्र (एमईडीआईएफ) तैयार करने और प्रस्तुत करने की आवश्यकता होगी।,14-10-2024
Special Needs,Does Netaji Subhash Chandra Bose International Airport Kolkata have any medical facility ?,"Round the clock Medical Facilities are available at Terminal -2 which are being managed by AAI and Medica Super Speciality Hospital. Medical Inspection room in Departure Level is being managed by AAI and they can be contacted at 251198017 /25691033.Medical Inspection room at Arrival Level is being managed by Medica Super Speciality Hospital and they can be contacted at 25691128 / 9903388004. In case of emergency, passengers can also contact Airport Manager for arranging Medical assistance.

The contact No.s are given below:
Terminal Manager (Departure)- 25118036 / 25691002
Terminal Manager (Arrival)- 25118038 / 25691003",क्या नेताजी सुभाष चंद्र बोस अंतरराष्ट्रीय  हवाई अड्डे कोलकाता में कोई चिकित्सा सुविधा है?,"""चौबीस घंटे मेडिकल सुविधाएं टर्मिनल -2 में उपलब्ध हैं, जिन्हें एएआई और मेडिका सुपर स्पेशियलिटी अस्पताल द्वारा प्रबंधित किया जा रहा है। प्रस्थान स्तर में मेडिकल निरीक्षण कक्ष एएआई द्वारा प्रबंधित किया जा रहा है और उनसे 251198017/25691033 पर संपर्क किया जा सकता है। आगमन स्तर पर मेडिकल निरीक्षण कक्ष का प्रबंधन मेडिका सुपर स्पेशियलिटी अस्पताल द्वारा किया जा रहा है और उनसे 25691128 (9903388004) पर संपर्क किया जा सकता है। आपातकालीन स्थिति में मेडिकल सहायता की व्यवस्था के लिए यात्री एयरपोर्ट मैनेजर से भी संपर्क कर सकते हैं। 

संपर्क नंबर नीचे दिए गए हैं: 
टर्मिनल प्रबंधक (प्रस्थान) - 25118036/25691002 
टर्मिनल प्रबंधक (आगमन) - 25118038/25691003""",14-10-2024
Special Needs,Can I carry my pet on board of IndiGo flights?,IndiGo does not permit the carriage of pets or animals on its aircraft. Guide dogs for blind customers are exempt from this rule and must be booked via IndiGo Call Centre.,क्या मैं अपने पालतू जानवरों को इंडिगो की उड़ानों में ले जा सकता हूं?,इंडिगो अपने विमान में पालतू जानवरों या जानवरों की गाड़ी की अनुमति नहीं देता है। नेत्रहीन ग्राहकों के लिए गाइड कुत्तों को इस नियम से छूट दी गई है और उन्हें इंडिगो कॉल सेंटर के माध्यम से बुक किया जाना चाहिए।,14-10-2024
Special Needs,Does SpiceJet allow me to bring my pets on board with me for domestic  travel?,"SpiceJet permits the carriage of live animals on its flights but booked through cargo services. Please refer to the full terms and conditions associated with the carriage of live animals on SpiceJet. Guide dogs for blind Customers are exempt from this rule, but any Customer traveling with a guide dog should make his/her reservation via the SpiceJet Reservations and provide us notice that a guide dog will be traveling. Please note that guide dogs for the blind may not occupy any seat. The Customer is required to bring a moisture absorbent mat, and to place it under the guide dog. Further, the guide dog should be properly trained, restrained and muzzled.",क्या स्पाइसजेट मुझे घरेलू यात्रा के लिए अपने पालतू जानवरों को अपने साथ लाने की अनुमति देता है?,"स्पाइसजेट ने अपनी उड़ानों में जीवित जानवरों की कैरिज की अनुमति दी है यदि कार्गो सेवाओं के माध्यम से बुक की गई हो । कृपया स्पाइसजेट पर जीवित जानवरों की गाड़ी से जुड़े पूर्ण नियमों और शर्तों को देखें। नेत्रहीन ग्राहकों के लिए गाइड कुत्तों को इस नियम से छूट दी गई है, लेकिन गाइड डॉग के साथ यात्रा करने वाले किसी भी ग्राहक को स्पाइसजेट रिजर्वेशन के माध्यम से अपना आरक्षण करना चाहिए और हमें नोटिस देना चाहिए कि गाइड डॉग यात्रा कर रहा है। कृपया ध्यान दें कि नेत्रहीन के लिए कुत्तों का मार्गदर्शन का तात्पर्य किसी भी सीट पर कब्जा नहीं हो सकता है। ग्राहक को एक नमी शोषक चटाई लाने के लिए, और इसे गाइड कुत्ते के नीचे रखने के लिए आवश्यक है। इसके अलावा, गाइड डॉग को ठीक से प्रशिक्षित, संयमित और मुंह बंधा हुआ होना चाहिए।",14-10-2024
Special Needs,What are the facilities available for passengers with special needs at Indira Gandhi International Airport Delhi ?,"All terminals at Indira Gandhi International Airport have been designed to ensure safe movement of passengers with reduced mobility. Designated car parking bays, elevators, reclined passenger movers have been installed ,to enhance the airport experience. A special counter, located near gate number 1 at Terminal 3 and gate number 8 at T1D has been placed to facilitate passengers who need wheel chairs. A passenger can also call “Special Assistance” from the telephone installed at the curb side of Terminal 3 Gate no. 1 in departures at T-2",इंदिरा गांधी अंतरराष्ट्रीय  हवाई अड्डे दिल्ली में विशेष आवश्यकताओं वाले यात्रियों के लिए क्या सुविधाएं उपलब्ध हैं?,"इंदिरा गांधी अंतरराष्ट्रीय  हवाई अड्डे पर सभी टर्मिनलों को कम गतिशीलता वाले यात्रियों की सुरक्षित आवाजाही सुनिश्चित करने के लिए डिज़ाइन किया गया है। हवाई अड्डे के अनुभव को बढ़ाने के लिए, डिजाइन की गई कार पार्किंग बे, एलीवेटर्स, रिकलाइन पैसेंजर मूवर्स लगाए गए हैं। टर्मिनल 3 पर गेट नंबर 1 के पास और टी 1 डी पर गेट नंबर 8 के पास स्थित एक विशेष काउंटर, उन यात्रियों की सुविधा के लिए रखा गया है, जिन्हें व्हील चेयर की आवश्यकता होती है। एक यात्री टर्मिनल 3 गेट नंबर 1  के कर्ब की तरफ और टी -2 में प्रस्थान  में स्थापित टेलीफोन से ""विशेष सहायता"" भी मांग सकता है।",14-10-2024
Baggage,What is the left luggage facility at Netaji Subhash Chandra Bose International Airport Kolkata?,"There is left luggage/baggage storage facilities to safely and securely store your luggage at the airport terminal. Baggage and luggage items can be stored for a few hours or up to 30 days. All items are subject to security checks, including X-ray screening and random hand searches. The facility operates 24 x 7 and booking of can be done at the Arrival Level - Counter No 18 (near Gate 3C) and Departure Level - Airport Manager's office (Gate 3C). Both Domestic and International passengers can leave luggage for a maximum of 30 days at Charges are Rs.20/- per baggage (for 24 hours period). Beyond 24 hours or part there off, Rs.40/- per day per baggage will be charged For any assistance / enquiry, contact",नेताजी सुभाष चंद्र बोस अंतरराष्ट्रीय हवाई अड्डे कोलकाता में सामान रखने  की सुविधा क्या है?,"हवाई अड्डे के टर्मिनल पर अपना सामान सुरक्षित रूप से रखने के लिए सामान रखने की सुविधा है। सामान को कुछ घंटों या 30 दिनों तक रखा जा सकता है। सभी आइटम सुरक्षा जांच के अधीन हैं, जिसमें एक्स-रे स्क्रीनिंग और यादृच्छिक हाथ की जांच शामिल हैं। सुविधा 24 x 7  संचालित है और आगमन स्तर - काउंटर नंबर 18 (गेट 3 सी के पास) और प्रस्थान स्तर - हवाई अड्डा प्रबंधक कार्यालय (गेट 3 सी) पर बुकिंग की जा सकती है। घरेलू और अंतरराष्ट्रीय  दोनों यात्री अधिकतम 30 दिनों के लिए सामान छोड़ सकते हैं, शुल्क 20 रुपये / प्रति सामान (24 घंटे के लिए) है। 24 घंटे या उससे अधिक के भाग के लिए, रु .40 / - प्रति दिन प्रति सामान शुल्क लिया जाएगा। किसी भी सहायता / पूछताछ के लिए संपर्क करें",14-10-2024
Baggage,What are the baggage allowances for Jet Airways operated flights ?,"Free Baggage Allowance depends on a variety of factors such as guest type (Adult / Child / Infant), class of booking, point of sale (country where ticket is purchased), point of origin (place of commencement of journey), booking period, routing and more. Free Baggage Allowance (FBA) displayed on the ticket/ booking will be considered as the FBA applicable for your journey. Guests are requested to kindly refer to their e-ticket / booking, to confirm the applicable free baggage allowance.

Please note that additional baggage allowance is not displayed on your ticket.

For our JetPrivilege Platinum / Gold / Silver members who are also co-brand credit card members, only the higher of the two allowances will apply.
For example: If a JetPrivilege Platinum member is also a co-brand credit card holder, the guest will be entitled to only 20 kgs of additional baggage allowance and not 30kgs, when travelling in Première within the Indian Subcontinent.

Effective Oct 4, 2016, JetPrivilege Silver, Gold & Platinum members will enjoy additional baggage allowance when flying with Etihad Airways Partner airlines. For details, click here.

In case separate tickets are issued for routes within India with international connections, the baggage allowance shown on the domestic ticket will apply to routes within India on Jet Airways flights.

For journeys between India and international destinations, where international flights have connections with Jet Airways flights operating within India, additional excess baggage rate of USD 6 per kg will apply. (Exception: This additional excess baggage rate of USD 6 per kg is not applicable on flights departing from Gulf / Middle East with connections on domestic India flights.)

All guests carrying check-in baggage or items exceeding the specified dimensions of 158 cms will be charged a fee of INR 1000 (service tax as applicable) at the airport counter. This fee will be charged in addition to the existing excess baggage fee wherever applicable. This fee is applicable to all guests travelling within India.",जेट एयरवेज संचालित उड़ानों के लिए सामान भत्ते क्या हैं?,"""मुफ्त सामान भत्ता कई प्रकारों पर निर्भर करता है जैसे अतिथि प्रकार (वयस्क / बाल / शिशु), बुकिंग का वर्ग, बिक्री का बिंदु (देश जहां टिकट खरीदा जाता है), मूल बिंदु (यात्रा की शुरुआत का स्थान), बुकिंग अवधि रूटिंग और अधिक। टिकट / बुकिंग पर प्रदर्शित मुफ्त सामान भत्ता (एफबीए) को आपकी यात्रा के लिए लागू एफबीए माना जाएगा। यात्रियों से अनुरोध है कि कृपया अपने ई-टिकट / बुकिंग को देखें, जो कि लागू मुफ्त सामान भत्ते की पुष्टि करते हैं।

कृपया ध्यान दें कि आपके टिकट पर अतिरिक्त सामान भत्ता प्रदर्शित नहीं किया गया है।

हमारे जेटप्रिविलेज प्लेटिनम / गोल्ड / सिल्वर सदस्यों के लिए, जो क्रेडिट कार्ड के सदस्य भी हैं, केवल दो भत्तों में से उच्चतर ही लागू होंगे। 
उदाहरण के लिए: यदि जेट प्रिविलेज प्लैटिनम का सदस्य भी एक सह-ब्रांड क्रेडिट कार्ड धारक है, तो भारतीय उपमहाद्वीप के भीतर प्रेमियर में यात्रा करते समय, अतिथि केवल 20 किलोग्राम अतिरिक्त सामान भत्ता पाने का हकदार होगा और 30 किग्रा का नहीं।

प्रभावी अक्टूबर 4, 2016 से जेटप्रिलेज सिल्वर, गोल्ड और प्लैटिनम के सदस्य एतिहाद एयरवेज एयरलाइंस एयरलाइंस के साथ उड़ान भरने पर अतिरिक्त सामान भत्ता का आनंद लेंगे। जानकारी के लिए, यहां क्लिक करें।

यदि अंतरराष्ट्रीय कनेक्शन वाले भारत के मार्गों के लिए अलग-अलग टिकट जारी किए जाते हैं, तो घरेलू टिकट पर दिखाए गए सामान भत्ता जेट एयरवेज की उड़ानों में भारत के मार्गों पर लागू होंगे।
भारत और अंतरराष्ट्रीय गंतव्यों के बीच की यात्रा के लिए, जहाँ अंतरराष्ट्रीय उड़ानों का भारत के भीतर जेट एयरवेज की उड़ानों के साथ कनेक्शन है, अतिरिक्त 6 बिलियन अमरीकी डालर की अतिरिक्त सामान दर लागू होगी। (अपवाद: USD 6 प्रति किग्रा का अतिरिक्त अतिरिक्त सामान घरेलू भारत उड़ानों पर कनेक्शन के साथ गल्फ / मध्य पूर्व से प्रस्थान करने वाली उड़ानों पर लागू नहीं है।)

हवाई अड्डे के काउंटर पर चेक-इन बैगेज या निर्दिष्ट आयामों के 158 सेंटीमीटर से अधिक के सभी ग्राहकों को INR 1000 का शुल्क (सेवा कर लागू होता है) लगाया जाएगा। यह शुल्क मौजूदा अतिरिक्त सामान शुल्क के अतिरिक्त लागू किया जाएगा जहाँ भी लागू होगा। यह शुल्क भारत के भीतर यात्रा करने वाले सभी यात्रियों के लिए लागू है।

""",14-10-2024
Passenger,What are the parking charges at Kempegowda International Airport Bengaluru ?,"At Kempegowda International Airport Bengaluru, we have a spacious, comfortable parking area which can accommodate about 2,000 vehicles. Our parking charges vary according to the time taken by passengers or visitors.
24/7 Parking Helpline : 9538882020",केम्पेगौड़ा अंतर्राष्ट्रीय हवाई अड्डे बेंगलुरु में पार्किंग शुल्क क्या हैं?,"""केम्पेगौड़ा इंटरनेशनल एयरपोर्ट बेंगलुरु में, हमारे पास एक विशाल, आरामदायक पार्किंग क्षेत्र है जिसमें लगभग 2,000 वाहन आ सकते हैं। हमारे पार्किंग शुल्क यात्रियों या आगंतुकों द्वारा लिए गए समय के अनुसार भिन्न होते हैं। 
24/7 पार्किंग हेल्पलाइन: 9538882020""",14-10-2024
Passenger,What are the Helpline and Flight Enquiry contacts at Kempegowda International Airport Bengaluru ?,"Flight Enquiry Helpline (24 hours)080 - 6678 2251, 6678 2252, 6678 2255 or 1800-425-4425 (toll free; accessible through the mobile)
General Enquiry Helpline (24 hours)080 - 6678 2258, 6678 2259",केम्पेगौड़ा अंतर्राष्ट्रीय हवाई अड्डे बेंगलुरु में हेल्पलाइन और उड़ान पूछताछ संपर्क नंबर क्या हैं?,"""उड़ान पूछताछ हेल्पलाइन (24 घंटे) 080 - 6678 2251, 6678 2252, 6678 2255 या 1800-425-4425 (टोल फ्री, मोबाइल के माध्यम से सुलभ) 
सामान्य पूछताछ हेल्पलाइन (24 घंटे) 080 - 6678 2258, 6678 2259""",14-10-2024
Passenger,When is fog anticipated at Kempegowda International Airport Bengaluru ?,"Weather being a natural phenomenon, this is difficult to forecast. However, fog is anticipated from November 15 to February 15, between 03:00 to 08:30 IST at Kempegowda International Airport Bengaluru.",केम्पेगौड़ा इंटरनेशनल एयरपोर्ट बेंगलुरु में कोहरे की आशंका कब होती है?,"मौसम एक प्राकृतिक घटना है, इसका पूर्वानुमान लगाना मुश्किल है। हालांकि, 15 नवंबर से 15 फरवरी तक केम्पेगौड़ा इंटरनेशनल एयरपोर्ट बेंगलुरु में 03:00 से 08:30 बजे के बीच कोहरे का अनुमान रहता है।",14-10-2024
Passenger,Where can one meet their guests post arrival in Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,One can meet their guests arriving from international destinations in Mumbai at the Meeters and Greeters area located at arrivals on level 2 at T2. Guest arriving in Mumbai from domestic destinations can be met at the arrivals exit at T1.,छत्रपति शिवाजी अंतर्राष्ट्रीय हवाई अड्डे (CSIA) मुंबई में कोई व्यक्ति अपने  मेहमान के आगमन के बाद कहां मिल सकते हैं?,कोई भी व्यक्ति टी 2 के स्तर 2 पर आगमन पर स्थित मीटर्स एंड ग्रीटर्स क्षेत्र में मुंबई में अंतरराष्ट्रीय स्थलों से आने वाले अपने मेहमानों से मिल सकते हैं। घरेलू गंतव्यों से मुंबई पहुंचने वाले अतिथियों से T1 के आगमन पर निकास द्वार के बाहर मिल सकते हैं।,14-10-2024
Passenger,Does Indira Gandhi International Airport Delhi have smoking areas?,"In an effort to keep the environment clean, all terminals at Indira Gandhi International Airport provide dedicated smoking lounges. These lounges are located inside the terminals, after security screening. Smoking in any other area is prohibited.",क्या इंदिरा गांधी अंतरराष्ट्रीय  हवाई अड्डा दिल्ली में धूम्रपान क्षेत्र है?,"पर्यावरण को स्वच्छ रखने के प्रयास में, इंदिरा गांधी अंतरराष्ट्रीय  हवाई अड्डे पर सभी टर्मिनल समर्पित धूम्रपान लाउंज प्रदान करते हैं। ये लाउंज सुरक्षा जांच के बाद टर्मिनलों के अंदर स्थित हैं। किसी अन्य क्षेत्र में धूम्रपान करना निषिद्ध है।",14-10-2024
Passenger,Is there any Airline Lounge facility at Netaji Subhash Chandra Bose International Airport Kolkata ?,Lounge facility is available in Domestic and International wings of Terminal-2. The Lounges are located in the Security hold Area and the passengers can spend free time leisurely before boarding. The lounge in Domestic Security Hold Area is run by M/s East India Hotels (Clipper Lounge) and the Lounge in International Security Hold Area is managed by M/s P.K.Hospitality Private Limited (Port Lounge).,क्या नेताजी सुभाष चंद्र बोस अंतर्राष्ट्रीय हवाई अड्डे कोलकाता में कोई एयरलाइन लाउंज सुविधा है?,टर्मिनल -2 के घरेलू और अंतर्राष्ट्रीय भागों में लाउंज की सुविधा उपलब्ध है। लाउंज सुरक्षा क्षेत्र में स्थित हैं और यात्री बोर्डिंग से पहले खाली समय आराम से बिता सकते हैं। डोमेस्टिक सिक्योरिटी होल्ड एरिया में लाउंज मेसर्स ईस्ट इंडिया होटल्स (क्लिपर लाउंज) द्वारा संचालित किया जाता है और इंटरनेशनल सिक्योरिटी होल्ड एरिया में लाउंज का प्रबंधन मेसर्स पी.के.हॉट्सिटी प्राइवेट लिमिटेड (पोर्ट लाउंज) द्वारा किया जाता है।,14-10-2024
Passenger,Does Chennai International Airport  have smoking areas,Smoking lounge facility is available at the Security Hold Area of both International & Domestic Terminals of Chennai International Airport .,क्या चेन्नई अंतरराष्ट्रीय  हवाई अड्डे में धूम्रपान क्षेत्र हैं,चेन्नई अंतरराष्ट्रीय हवाई अड्डे के अंतर्राष्ट्रीय और घरेलू दोनों टर्मिनलों के सिक्योरिटी होल्ड एरिया में स्मोकिंग लाउंज की सुविधा उपलब्ध है।,14-10-2024
